Time [sec]	P [hPa]	T [oC]	Ws [m/s]	Wd [o]	Alt [m]	Lon [o]	Lat [o]	Dew [oC]
403	832.4	-0.3	24.8	234	1576	-75.073047	38.358366	-0.3
404	832.1	-0.3	25.0	234	1579	-75.072821	38.358496	-0.3
405	831.8	-0.3	25.1	234	1582	-75.072596	38.358627	-0.3
406	831.4	-0.3	25.3	235	1586	-75.072371	38.358757	-0.3
407	831.1	-0.3	25.4	235	1589	-75.072145	38.358888	-0.3
408	830.8	-0.3	25.5	235	1592	-75.071911	38.359023	-0.3
409	830.4	-0.3	25.7	235	1595	-75.071667	38.359163	-0.3
410	830.0	-0.3	25.9	235	1599	-75.071422	38.359304	-0.3
411	829.6	-0.3	26.0	235	1603	-75.071178	38.359444	-0.3
412	829.1	-0.3	26.1	235	1607	-75.070933	38.359584	-0.3
413	828.7	-0.3	26.3	235	1612	-75.070689	38.359725	-0.3
414	828.3	-0.3	26.3	235	1616	-75.070444	38.359865	-0.3
415	827.9	-0.4	26.2	235	1620	-75.070200	38.360006	-0.4
416	827.5	-0.4	26.2	235	1623	-75.069955	38.360146	-0.4
417	827.1	-0.4	26.2	235	1627	-75.069711	38.360286	-0.4
418	826.7	-0.4	26.2	235	1631	-75.069466	38.360427	-0.4
419	826.3	-0.4	26.2	235	1635	-75.069222	38.360567	-0.4
420	825.9	-0.4	26.2	235	1639	-75.068977	38.360708	-0.4
421	825.5	-0.4	26.2	234	1643	-75.068733	38.360848	-0.4
422	825.1	-0.4	26.2	234	1647	-75.068488	38.360988	-0.4
423	824.7	-0.5	26.3	234	1651	-75.068244	38.361129	-0.5
424	824.3	-0.5	26.3	234	1654	-75.067999	38.361269	-0.5
425	823.9	-0.5	26.3	234	1658	-75.067755	38.361410	-0.5
426	823.5	-0.5	26.3	234	1662	-75.067510	38.361550	-0.5
427	823.1	-0.5	26.4	234	1666	-75.067266	38.361690	-0.5
428	822.8	-0.5	26.4	234	1670	-75.067021	38.361831	-0.5
429	822.4	-0.5	26.4	234	1673	-75.066777	38.361971	-0.5
430	822.0	-0.5	26.5	234	1677	-75.066532	38.362112	-0.5
431	821.6	-0.5	26.5	233	1681	-75.066288	38.362252	-0.5
432	821.2	-0.6	26.5	233	1685	-75.066043	38.362392	-0.6
433	820.9	-0.6	26.5	233	1688	-75.065799	38.362533	-0.6
434	820.5	-0.6	26.5	233	1692	-75.065554	38.362673	-0.6
435	820.1	-0.6	26.6	234	1695	-75.065310	38.362814	-0.6
436	819.8	-0.6	26.6	234	1699	-75.065065	38.362954	-0.6
437	819.4	-0.6	26.6	234	1702	-75.064821	38.363094	-0.6
438	819.0	-0.6	26.6	234	1706	-75.064576	38.363235	-0.6
439	818.7	-0.6	26.6	234	1709	-75.064327	38.363386	-0.6
440	818.3	-0.6	26.5	234	1713	-75.064079	38.363539	-0.6
441	818.0	-0.6	26.5	234	1716	-75.063830	38.363691	-0.6
442	817.6	-0.6	26.5	234	1720	-75.063581	38.363843	-0.6
443	817.3	-0.7	26.5	234	1723	-75.063332	38.363995	-0.7
444	816.9	-0.7	26.4	234	1726	-75.063083	38.364147	-0.7
445	816.6	-0.7	26.4	234	1730	-75.062834	38.364299	-0.7
446	816.3	-0.7	26.5	234	1733	-75.062585	38.364452	-0.7
447	816.0	-0.7	26.5	234	1736	-75.062336	38.364604	-0.7
448	815.7	-0.7	26.6	234	1739	-75.062088	38.364756	-0.7
449	815.3	-0.7	26.6	234	1742	-75.061839	38.364908	-0.7
450	815.0	-0.7	26.6	234	1745	-75.061590	38.365060	-0.7
451	814.7	-0.7	26.6	234	1749	-75.061341	38.365212	-0.7
452	814.4	-0.7	26.7	234	1752	-75.061092	38.365365	-0.7
453	814.0	-0.7	26.8	234	1755	-75.060843	38.365517	-0.7
454	813.7	-0.7	26.9	234	1758	-75.060594	38.365669	-0.7
455	813.4	-0.7	26.9	234	1761	-75.060345	38.365821	-0.7
456	813.1	-0.7	27.0	234	1764	-75.060097	38.365973	-0.7
457	812.7	-0.8	27.1	234	1768	-75.059848	38.366125	-0.8
458	812.4	-0.8	27.1	234	1771	-75.059599	38.366278	-0.8
459	812.0	-0.8	27.3	234	1774	-75.059350	38.366430	-0.8
460	811.7	-0.8	27.4	233	1778	-75.059101	38.366582	-0.8
461	811.4	-0.8	27.4	233	1781	-75.058852	38.366734	-0.8
462	811.0	-0.8	27.6	233	1785	-75.058603	38.366886	-0.8
463	810.7	-0.9	27.6	233	1788	-75.058354	38.367039	-0.9
464	810.3	-0.9	27.7	233	1792	-75.058106	38.367191	-0.9
465	809.9	-0.9	27.8	233	1795	-75.057857	38.367343	-0.9
466	809.6	-0.9	27.8	232	1799	-75.057608	38.367495	-0.9
467	809.2	-0.9	27.9	232	1802	-75.057359	38.367647	-0.9
468	808.9	-0.9	27.9	232	1806	-75.057110	38.367799	-0.9
469	808.5	-0.9	27.9	232	1810	-75.056861	38.367952	-0.9
470	808.2	-0.9	27.9	232	1813	-75.056624	38.368128	-0.9
471	807.9	-0.9	28.0	231	1816	-75.056386	38.368306	-0.9
472	807.6	-1.0	28.0	231	1819	-75.056149	38.368484	-1.0
473	807.2	-1.0	28.1	230	1822	-75.055912	38.368662	-1.0
474	806.9	-1.0	28.2	230	1825	-75.055675	38.368839	-1.0
475	806.6	-1.0	28.2	230	1828	-75.055438	38.369017	-1.0
476	806.3	-1.0	28.3	229	1831	-75.055201	38.369195	-1.0
477	806.0	-1.0	28.3	229	1834	-75.054964	38.369373	-1.0
478	805.8	-1.0	28.4	229	1837	-75.054727	38.369550	-1.0
479	805.5	-1.0	28.4	228	1840	-75.054489	38.369728	-1.0
480	805.2	-1.0	28.4	228	1843	-75.054252	38.369906	-1.0
481	804.9	-1.0	28.4	228	1845	-75.054015	38.370084	-1.0
482	804.6	-1.0	28.4	228	1848	-75.053778	38.370261	-1.0
483	804.3	-1.1	28.5	228	1851	-75.053541	38.370439	-1.1
484	804.0	-1.1	28.5	227	1854	-75.053304	38.370617	-1.1
485	803.8	-1.1	28.5	227	1857	-75.053067	38.370795	-1.1
486	803.5	-1.1	28.6	227	1860	-75.052830	38.370973	-1.1
487	803.2	-1.1	28.6	227	1862	-75.052592	38.371150	-1.1
488	802.9	-1.1	28.7	226	1865	-75.052355	38.371328	-1.1
489	802.6	-1.2	28.7	226	1868	-75.052118	38.371506	-1.2
490	802.4	-1.2	28.7	226	1871	-75.051881	38.371684	-1.2
491	802.1	-1.2	28.7	226	1873	-75.051644	38.371861	-1.2
492	801.8	-1.2	28.7	226	1876	-75.051407	38.372039	-1.2
493	801.5	-1.2	28.8	226	1879	-75.051170	38.372217	-1.2
494	801.3	-1.2	28.8	226	1882	-75.050933	38.372395	-1.2
495	801.0	-1.2	28.8	226	1884	-75.050695	38.372572	-1.2
496	800.7	-1.2	28.8	226	1887	-75.050458	38.372750	-1.2
497	800.4	-1.2	28.8	226	1890	-75.050221	38.372928	-1.2
498	800.1	-1.3	28.8	226	1893	-75.049984	38.373106	-1.3
499	799.9	-1.3	28.8	226	1895	-75.049747	38.373284	-1.3
500	799.6	-1.3	28.7	226	1898	-75.049504	38.373459	-1.3
501	799.3	-1.3	28.7	226	1901	-75.049256	38.373633	-1.3
502	799.1	-1.3	28.7	226	1903	-75.049007	38.373806	-1.3
503	798.8	-1.3	28.7	226	1906	-75.048758	38.373979	-1.3
504	798.5	-1.3	28.7	226	1909	-75.048509	38.374152	-1.3
505	798.3	-1.3	28.6	226	1911	-75.048260	38.374326	-1.3
506	798.0	-1.2	28.6	226	1914	-75.048012	38.374499	-1.2
507	797.7	-1.2	28.6	226	1917	-75.047763	38.374672	-1.2
508	797.5	-1.2	28.6	226	1919	-75.047514	38.374846	-1.2
509	797.2	-1.2	28.5	227	1922	-75.047265	38.375019	-1.2
510	796.9	-1.2	28.5	227	1925	-75.047016	38.375192	-1.2
511	796.6	-1.2	28.5	227	1928	-75.046768	38.375365	-1.2
512	796.4	-1.3	28.5	227	1931	-75.046519	38.375539	-1.3
513	796.1	-1.3	28.5	227	1933	-75.046270	38.375712	-1.3
514	795.8	-1.3	28.5	227	1936	-75.046021	38.375885	-1.3
515	795.5	-1.3	28.5	228	1939	-75.045772	38.376059	-1.3
516	795.3	-1.3	28.5	228	1942	-75.045524	38.376232	-1.3
517	795.0	-1.3	28.6	228	1944	-75.045275	38.376405	-1.3
518	794.7	-1.3	28.6	228	1947	-75.045026	38.376579	-1.3
519	794.5	-1.3	28.7	228	1949	-75.044777	38.376752	-1.3
520	794.2	-1.3	28.7	228	1952	-75.044528	38.376925	-1.3
521	794.0	-1.3	28.7	228	1955	-75.044280	38.377098	-1.3
522	793.7	-1.3	28.8	228	1957	-75.044031	38.377272	-1.3
523	793.5	-1.4	28.9	228	1960	-75.043782	38.377445	-1.4
524	793.2	-1.4	28.9	228	1962	-75.043533	38.377618	-1.4
525	793.0	-1.4	29.0	229	1965	-75.043284	38.377792	-1.4
526	792.7	-1.4	29.1	229	1967	-75.043035	38.377965	-1.4
527	792.5	-1.4	29.1	229	1970	-75.042787	38.378138	-1.4
528	792.2	-1.4	29.2	229	1972	-75.042538	38.378311	-1.4
529	792.0	-1.4	29.3	229	1975	-75.042289	38.378485	-1.4
530	791.7	-1.4	29.3	229	1977	-75.042019	38.378652	-1.4
531	791.5	-1.4	29.4	229	1979	-75.041735	38.378814	-1.4
532	791.2	-1.4	29.4	229	1982	-75.041451	38.378977	-1.4
533	791.0	-1.4	29.4	229	1985	-75.041167	38.379140	-1.4
534	790.7	-1.4	29.5	229	1987	-75.040883	38.379302	-1.4
535	790.5	-1.4	29.5	230	1990	-75.040599	38.379465	-1.4
536	790.2	-1.5	29.6	230	1993	-75.040316	38.379628	-1.5
537	789.9	-1.5	29.8	230	1995	-75.040032	38.379790	-1.5
538	789.7	-1.5	29.8	230	1998	-75.039748	38.379953	-1.5
539	789.4	-1.5	30.0	230	2001	-75.039464	38.380116	-1.5
540	789.1	-1.5	30.1	231	2003	-75.039180	38.380278	-1.5
541	788.9	-1.5	30.2	231	2006	-75.038896	38.380441	-1.5
542	788.6	-1.5	30.3	231	2009	-75.038612	38.380604	-1.5
543	788.4	-1.5	30.4	232	2011	-75.038328	38.380767	-1.5
544	788.1	-1.6	30.5	232	2014	-75.038044	38.380929	-1.6
545	787.9	-1.6	30.5	232	2016	-75.037760	38.381092	-1.6
546	787.6	-1.6	30.6	232	2019	-75.037476	38.381255	-1.6
547	787.4	-1.6	30.7	232	2021	-75.037192	38.381417	-1.6
548	787.1	-1.6	30.8	232	2023	-75.036908	38.381580	-1.6
549	786.9	-1.6	30.8	233	2026	-75.036624	38.381743	-1.6
550	786.6	-1.6	30.9	233	2029	-75.036340	38.381905	-1.6
551	786.4	-1.7	30.9	233	2031	-75.036056	38.382068	-1.7
552	786.1	-1.7	31.0	233	2034	-75.035772	38.382231	-1.7
553	785.8	-1.7	31.0	234	2036	-75.035488	38.382393	-1.7
554	785.6	-1.7	31.1	234	2039	-75.035204	38.382556	-1.7
555	785.3	-1.7	31.1	234	2042	-75.034920	38.382719	-1.7
556	785.0	-1.7	31.1	234	2045	-75.034636	38.382881	-1.7
557	784.7	-1.7	31.1	235	2048	-75.034352	38.383044	-1.7
558	784.4	-1.8	31.1	235	2051	-75.034068	38.383207	-1.8
559	784.1	-1.8	31.0	235	2054	-75.033785	38.383369	-1.8
560	783.9	-1.8	31.0	235	2057	-75.033494	38.383526	-1.8
561	783.6	-1.8	31.0	235	2060	-75.033197	38.383675	-1.8
562	783.3	-1.8	30.9	235	2063	-75.032899	38.383825	-1.8
563	783.0	-1.8	30.8	235	2065	-75.032602	38.383974	-1.8
564	782.7	-1.8	30.7	236	2068	-75.032305	38.384123	-1.8
565	782.5	-1.8	30.6	236	2071	-75.032007	38.384273	-1.8
566	782.2	-1.8	30.5	236	2074	-75.031710	38.384422	-1.8
567	781.9	-1.8	30.4	236	2077	-75.031412	38.384572	-1.8
568	781.7	-1.8	30.3	237	2079	-75.031115	38.384721	-1.8
569	781.4	-1.8	30.3	237	2082	-75.030818	38.384870	-1.8
570	781.2	-1.9	30.2	237	2084	-75.030520	38.385020	-1.9
571	780.9	-1.9	30.1	237	2087	-75.030223	38.385169	-1.9
572	780.7	-1.9	30.1	237	2089	-75.029925	38.385318	-1.9
573	780.5	-1.9	30.0	237	2091	-75.029628	38.385468	-1.9
574	780.2	-1.9	29.9	237	2094	-75.029331	38.385617	-1.9
575	780.0	-2.0	30.0	237	2096	-75.029033	38.385767	-2.0
576	779.8	-2.0	30.0	238	2099	-75.028736	38.385916	-2.0
577	779.5	-2.0	30.1	238	2101	-75.028438	38.386065	-2.0
578	779.3	-2.0	30.2	238	2104	-75.028141	38.386215	-2.0
579	779.0	-2.1	30.2	238	2106	-75.027843	38.386364	-2.1
580	778.8	-2.1	30.3	238	2109	-75.027546	38.386514	-2.1
581	778.5	-2.1	30.3	238	2111	-75.027249	38.386663	-2.1
582	778.3	-2.1	30.5	238	2114	-75.026951	38.386812	-2.1
583	778.0	-2.1	30.6	237	2116	-75.026654	38.386962	-2.1
584	777.8	-2.1	30.7	237	2119	-75.026356	38.387111	-2.1
585	777.5	-2.1	30.9	237	2121	-75.026059	38.387260	-2.1
586	777.3	-2.1	31.0	237	2124	-75.025762	38.387410	-2.1
587	777.1	-2.1	31.1	237	2126	-75.025464	38.387559	-2.1
588	776.8	-2.1	31.2	237	2129	-75.025167	38.387709	-2.1
589	776.6	-2.1	31.3	237	2131	-75.024869	38.387858	-2.1
590	776.3	-2.2	31.4	237	2134	-75.024568	38.388001	-2.2
591	776.1	-2.2	31.6	237	2136	-75.024257	38.388130	-2.2
592	775.8	-2.2	31.7	238	2139	-75.023945	38.388258	-2.2
593	775.5	-2.2	31.8	238	2142	-75.023634	38.388386	-2.2
594	775.3	-2.2	31.9	238	2144	-75.023322	38.388514	-2.2
595	775.0	-2.2	31.9	238	2147	-75.023011	38.388642	-2.2
596	774.7	-2.2	31.9	238	2150	-75.022700	38.388770	-2.2
597	774.4	-2.2	31.9	238	2153	-75.022388	38.388899	-2.2
598	774.2	-2.2	31.9	238	2156	-75.022077	38.389027	-2.2
599	773.9	-2.2	31.9	239	2159	-75.021765	38.389155	-2.2
600	773.6	-2.2	31.8	239	2162	-75.021454	38.389283	-2.2
601	773.3	-2.2	31.7	239	2165	-75.021143	38.389411	-2.2
602	773.0	-2.2	31.6	240	2168	-75.020831	38.389540	-2.2
603	772.7	-2.1	31.5	240	2171	-75.020520	38.389668	-2.1
604	772.4	-2.1	31.5	241	2174	-75.020208	38.389796	-2.1
605	772.1	-2.1	31.3	241	2177	-75.019897	38.389924	-2.1
606	771.8	-2.0	31.3	241	2180	-75.019586	38.390052	-2.0
607	771.6	-2.0	31.2	242	2183	-75.019274	38.390180	-2.0
608	771.3	-1.9	31.2	242	2186	-75.018963	38.390309	-1.9
609	771.0	-1.9	31.1	242	2189	-75.018651	38.390437	-1.9
610	770.7	-1.9	31.0	243	2192	-75.018340	38.390565	-1.9
611	770.4	-1.9	30.9	243	2195	-75.018029	38.390693	-1.9
612	770.1	-1.9	30.9	243	2198	-75.017717	38.390821	-1.9
613	769.8	-1.9	30.8	243	2201	-75.017406	38.390950	-1.9
614	769.5	-1.9	30.7	243	2204	-75.017094	38.391078	-1.9
615	769.2	-1.9	30.6	243	2207	-75.016783	38.391206	-1.9
616	768.9	-1.9	30.5	244	2210	-75.016471	38.391334	-1.9
617	768.7	-1.9	30.4	244	2213	-75.016160	38.391462	-1.9
618	768.4	-1.8	30.3	244	2216	-75.015849	38.391591	-1.8
619	768.1	-1.8	30.2	244	2219	-75.015537	38.391719	-1.8
620	767.8	-1.9	30.2	244	2222	-75.015226	38.391847	-1.9
621	767.5	-1.9	30.2	244	2225	-75.014914	38.391975	-1.9
622	767.2	-1.9	30.2	244	2228	-75.014607	38.392094	-1.9
623	766.9	-1.9	30.2	243	2231	-75.014302	38.392210	-1.9
624	766.6	-1.9	30.2	243	2234	-75.013996	38.392325	-1.9
625	766.3	-1.9	30.2	243	2237	-75.013691	38.392441	-1.9
626	766.0	-1.9	30.1	243	2240	-75.013386	38.392557	-1.9
627	765.7	-2.0	30.1	243	2243	-75.013080	38.392672	-2.0
628	765.3	-2.0	30.0	243	2247	-75.012775	38.392788	-2.0
629	765.0	-2.0	30.0	243	2250	-75.012469	38.392903	-2.0
630	764.7	-2.0	29.9	243	2254	-75.012164	38.393019	-2.0
631	764.4	-2.0	29.9	242	2257	-75.011858	38.393134	-2.0
632	764.1	-2.1	29.8	242	2260	-75.011553	38.393250	-2.1
633	763.8	-2.1	29.8	242	2264	-75.011248	38.393366	-2.1
634	763.5	-2.1	29.8	242	2267	-75.010942	38.393481	-2.1
635	763.2	-2.1	29.7	242	2270	-75.010637	38.393597	-2.1
636	762.9	-2.1	29.7	242	2273	-75.010331	38.393712	-2.1
637	762.6	-2.1	29.6	242	2276	-75.010026	38.393828	-2.1
638	762.3	-2.2	29.6	242	2279	-75.009720	38.393944	-2.2
639	762.0	-2.2	29.6	243	2282	-75.009415	38.394059	-2.2
640	761.6	-2.2	29.6	243	2286	-75.009110	38.394175	-2.2
641	761.3	-2.2	29.6	243	2289	-75.008804	38.394290	-2.2
642	761.0	-2.2	29.6	243	2292	-75.008499	38.394406	-2.2
643	760.7	-2.3	29.6	243	2296	-75.008193	38.394521	-2.3
644	760.4	-2.3	29.6	244	2299	-75.007888	38.394637	-2.3
645	760.0	-2.3	29.5	244	2302	-75.007582	38.394753	-2.3
646	759.7	-2.3	29.6	244	2306	-75.007277	38.394868	-2.3
647	759.4	-2.3	29.6	244	2309	-75.006972	38.394984	-2.3
648	759.1	-2.3	29.6	245	2313	-75.006666	38.395099	-2.3
649	758.8	-2.4	29.6	245	2316	-75.006361	38.395215	-2.4
650	758.5	-2.4	29.7	245	2319	-75.006055	38.395330	-2.4
651	758.1	-2.4	29.7	245	2323	-75.005750	38.395446	-2.4
652	757.8	-2.4	29.7	245	2326	-75.005443	38.395552	-2.4
653	757.5	-2.4	29.7	246	2329	-75.005135	38.395649	-2.4
654	757.2	-2.4	29.7	246	2332	-75.004827	38.395745	-2.4
655	757.0	-2.4	29.7	246	2335	-75.004519	38.395841	-2.4
656	756.7	-2.4	29.7	246	2338	-75.004211	38.395937	-2.4
657	756.4	-2.4	29.7	247	2340	-75.003903	38.396033	-2.4
658	756.2	-2.4	29.7	247	2343	-75.003595	38.396129	-2.4
659	755.9	-2.4	29.6	247	2346	-75.003287	38.396225	-2.4
660	755.7	-2.4	29.6	247	2348	-75.002978	38.396322	-2.4
661	755.4	-2.4	29.6	247	2351	-75.002670	38.396418	-3.6
662	755.1	-2.4	29.6	247	2354	-75.002362	38.396514	-3.7
663	754.8	-2.4	29.5	247	2358	-75.002054	38.396610	-4.1
664	754.5	-2.4	29.5	247	2361	-75.001746	38.396706	-4.2
665	754.2	-2.4	29.5	247	2364	-75.001438	38.396802	-5.0
666	753.9	-2.4	29.4	247	2367	-75.001130	38.396898	-5.3
667	753.6	-2.4	29.4	247	2370	-75.000822	38.396995	-4.5
668	753.3	-2.4	29.3	247	2374	-75.000514	38.397091	-4.0
669	753.0	-2.4	29.2	247	2377	-75.000206	38.397187	-4.0
670	752.6	-2.4	29.1	248	2380	-74.999898	38.397283	-4.3
671	752.3	-2.4	29.1	248	2384	-74.999590	38.397379	-4.1
672	752.0	-2.4	29.0	248	2387	-74.999281	38.397475	-4.1
673	751.7	-2.4	29.0	248	2391	-74.998973	38.397571	-4.0
674	751.3	-2.4	29.0	248	2394	-74.998665	38.397668	-4.0
675	751.0	-2.4	28.9	248	2397	-74.998357	38.397764	-3.8
676	750.7	-2.4	28.9	248	2401	-74.998049	38.397860	-3.5
677	750.4	-2.4	28.8	248	2404	-74.997741	38.397956	-3.2
678	750.1	-2.4	28.8	248	2408	-74.997433	38.398052	-3.2
679	749.8	-2.4	28.8	248	2410	-74.997125	38.398148	-2.9
680	749.5	-2.4	28.8	249	2413	-74.996817	38.398244	-2.9
681	749.2	-2.4	28.8	249	2416	-74.996509	38.398341	-2.9
682	748.9	-2.4	28.7	249	2419	-74.996201	38.398437	-3.0
683	748.7	-2.4	28.7	249	2422	-74.995894	38.398516	-3.0
684	748.4	-2.4	28.7	249	2425	-74.995587	38.398594	-3.0
685	748.1	-2.4	28.7	250	2428	-74.995281	38.398672	-2.9
686	747.8	-2.4	28.7	250	2432	-74.994974	38.398750	-2.8
687	747.5	-2.4	28.7	250	2435	-74.994668	38.398828	-2.6
688	747.2	-2.4	28.8	250	2438	-74.994361	38.398906	-2.5
689	746.9	-2.4	28.8	250	2441	-74.994055	38.398985	-2.6
690	746.6	-2.4	28.8	250	2445	-74.993748	38.399063	-2.6
691	746.3	-2.4	28.8	250	2448	-74.993441	38.399141	-2.6
692	746.0	-2.4	28.8	251	2452	-74.993135	38.399219	-2.8
693	745.6	-2.4	28.7	251	2455	-74.992828	38.399297	-2.8
694	745.3	-2.4	28.7	251	2458	-74.992522	38.399375	-2.9
695	745.0	-2.5	28.6	251	2462	-74.992215	38.399453	-2.9
696	744.7	-2.5	28.6	251	2465	-74.991909	38.399531	-3.1
697	744.4	-2.5	28.6	251	2469	-74.991602	38.399609	-3.2
698	744.1	-2.5	28.5	251	2472	-74.991295	38.399687	-3.1
699	743.8	-2.5	28.4	251	2475	-74.990989	38.399766	-3.1
700	743.5	-2.5	28.4	251	2478	-74.990682	38.399844	-3.1
701	743.2	-2.5	28.3	251	2481	-74.990376	38.399922	-3.0
702	742.9	-2.5	28.3	251	2484	-74.990069	38.400000	-2.9
703	742.6	-2.5	28.2	251	2487	-74.989763	38.400078	-2.9
704	742.3	-2.6	28.2	251	2490	-74.989456	38.400156	-2.6
705	742.1	-2.6	28.1	251	2493	-74.989149	38.400234	-2.9
706	741.8	-2.6	28.1	252	2496	-74.988843	38.400312	-2.8
707	741.5	-2.6	28.1	252	2499	-74.988536	38.400390	-2.9
708	741.2	-2.6	28.0	252	2502	-74.988230	38.400468	-3.1
709	740.9	-2.6	28.0	252	2505	-74.987923	38.400546	-3.1
710	740.6	-2.6	27.9	252	2508	-74.987617	38.400625	-3.1
711	740.4	-2.6	28.0	252	2511	-74.987310	38.400703	-3.1
712	740.1	-2.6	28.0	252	2514	-74.987003	38.400781	-3.2
713	739.8	-2.6	28.0	252	2518	-74.986697	38.400859	-3.1
714	739.5	-2.6	28.0	252	2521	-74.986399	38.400921	-3.0
715	739.2	-2.6	28.0	253	2524	-74.986101	38.400981	-3.1
716	738.9	-2.6	28.0	253	2527	-74.985803	38.401041	-3.0
717	738.6	-2.6	28.0	253	2530	-74.985506	38.401102	-3.0
718	738.3	-2.6	28.0	253	2534	-74.985208	38.401162	-2.9
719	737.9	-2.7	27.9	253	2537	-74.984911	38.401223	-2.9
720	737.6	-2.7	27.9	254	2541	-74.984613	38.401283	-2.8
721	737.3	-2.7	27.8	254	2544	-74.984315	38.401343	-2.8
722	737.0	-2.7	27.8	254	2548	-74.984018	38.401404	-3.0
723	736.6	-2.7	27.7	254	2551	-74.983720	38.401464	-3.3
724	736.3	-2.8	27.7	254	2555	-74.983423	38.401525	-3.3
725	736.0	-2.8	27.6	255	2559	-74.983125	38.401585	-3.4
726	735.6	-2.8	27.5	255	2562	-74.982827	38.401645	-3.4
727	735.3	-2.8	27.5	255	2566	-74.982530	38.401706	-3.3
728	734.9	-2.9	27.4	255	2570	-74.982232	38.401766	-3.2
729	734.6	-2.9	27.3	255	2574	-74.981935	38.401827	-2.9
730	734.2	-2.9	27.3	255	2577	-74.981637	38.401887	-3.0
731	733.9	-2.9	27.2	255	2581	-74.981339	38.401947	-3.0
732	733.5	-2.9	27.1	255	2585	-74.981042	38.402008	-3.2
733	733.2	-3.0	27.1	256	2589	-74.980744	38.402068	-3.2
734	732.8	-3.0	27.0	256	2593	-74.980447	38.402129	-3.3
735	732.4	-3.0	26.9	256	2597	-74.980149	38.402189	-3.4
736	732.0	-3.0	26.8	256	2601	-74.979852	38.402249	-3.5
737	731.7	-3.0	26.8	256	2605	-74.979554	38.402310	-3.6
738	731.3	-3.0	26.8	256	2609	-74.979256	38.402370	-3.7
739	730.9	-3.1	26.8	256	2613	-74.978959	38.402431	-3.7
740	730.6	-3.1	26.8	256	2617	-74.978661	38.402491	-3.7
741	730.2	-3.1	26.8	256	2621	-74.978364	38.402552	-3.7
742	729.8	-3.1	26.8	256	2625	-74.978066	38.402612	-3.7
743	729.5	-3.1	26.7	256	2629	-74.977768	38.402672	-3.7
744	729.1	-3.1	26.7	256	2633	-74.977483	38.402719	-3.6
745	728.7	-3.1	26.6	256	2637	-74.977202	38.402762	-3.7
746	728.3	-3.1	26.5	256	2641	-74.976920	38.402805	-3.7
747	728.0	-3.1	26.5	256	2646	-74.976639	38.402847	-3.7
748	727.6	-3.0	26.4	256	2650	-74.976357	38.402890	-3.7
749	727.2	-3.0	26.4	256	2654	-74.976076	38.402933	-3.7
750	726.8	-3.0	26.3	256	2658	-74.975795	38.402975	-3.7
751	726.5	-3.0	26.3	256	2662	-74.975513	38.403018	-3.6
752	726.1	-3.0	26.2	256	2666	-74.975232	38.403061	-3.5
753	725.7	-3.0	26.2	256	2670	-74.974950	38.403103	-3.5
754	725.4	-3.0	26.1	257	2674	-74.974669	38.403146	-3.5
755	725.0	-3.0	26.1	257	2678	-74.974388	38.403189	-3.6
756	724.6	-3.0	26.0	257	2682	-74.974106	38.403231	-3.5
757	724.2	-3.0	25.9	257	2686	-74.973825	38.403274	-3.5
758	723.8	-3.1	25.8	257	2691	-74.973543	38.403316	-3.6
759	723.4	-3.1	25.7	258	2695	-74.973262	38.403359	-3.6
760	723.0	-3.1	25.6	258	2699	-74.972981	38.403402	-3.6
761	722.6	-3.1	25.5	258	2704	-74.972699	38.403444	-3.6
762	722.2	-3.1	25.5	258	2708	-74.972418	38.403487	-3.6
763	721.8	-3.1	25.4	259	2712	-74.972136	38.403530	-3.7
764	721.4	-3.1	25.3	259	2717	-74.971855	38.403572	-3.7
765	721.1	-3.1	25.3	259	2721	-74.971574	38.403615	-3.6
766	720.7	-3.1	25.3	259	2726	-74.971292	38.403658	-3.6
767	720.3	-3.1	25.3	259	2730	-74.971011	38.403700	-3.6
768	719.9	-3.1	25.1	259	2734	-74.970729	38.403743	-3.5
769	719.5	-3.1	25.1	260	2738	-74.970448	38.403786	-3.5
770	719.1	-3.1	25.0	260	2743	-74.970167	38.403828	-3.3
771	718.7	-3.1	24.8	260	2747	-74.969885	38.403871	-3.3
772	718.3	-3.1	24.8	260	2751	-74.969604	38.403914	-3.3
773	717.9	-3.1	24.6	260	2755	-74.969322	38.403956	-3.3
774	717.6	-3.1	24.6	260	2760	-74.969047	38.403996	-3.3
775	717.2	-3.2	24.5	260	2764	-74.968780	38.404030	-3.3
776	716.8	-3.2	24.4	260	2768	-74.968513	38.404065	-3.3
777	716.4	-3.2	24.4	261	2772	-74.968246	38.404099	-3.4
778	716.0	-3.2	24.3	261	2776	-74.967979	38.404134	-3.5
779	715.7	-3.2	24.3	261	2781	-74.967711	38.404168	-3.5
780	715.3	-3.2	24.2	261	2785	-74.967444	38.404203	-3.6
781	714.9	-3.3	24.1	261	2789	-74.967177	38.404237	-3.6
782	714.6	-3.3	24.0	261	2793	-74.966910	38.404272	-3.6
783	714.2	-3.3	23.9	261	2798	-74.966643	38.404306	-3.7
784	713.8	-3.3	23.8	260	2802	-74.966376	38.404341	-3.6
785	713.5	-3.3	23.8	260	2805	-74.966109	38.404375	-3.6
786	713.1	-3.3	23.7	260	2809	-74.965842	38.404410	-3.6
787	712.8	-3.4	23.6	260	2813	-74.965575	38.404444	-3.6
788	712.5	-3.4	23.6	260	2816	-74.965308	38.404479	-3.7
789	712.2	-3.4	23.5	260	2820	-74.965040	38.404513	-3.6
